customer_id,company_name,is_active,churned_at,plan_tier,start_date,end_date,sessions,session_duration_sec,feature,date,churn_flag,total_duration,total_sessions,engagement_score,segment
25,PulseSolutions,True,,free,2025-06-03,,20,2693,Feature_A,2026-01-28,0,3212,41,73.12,Medium
25,PulseSolutions,True,,free,2025-06-03,,21,519,Feature_A,2026-08-29,0,3212,41,73.12,Medium
27,WaveStack,False,2025-02-03 08:53:39,free,2023-09-29,2024-04-14,15,499,Feature_A,2024-09-12,1,1497,45,59.97,Low
27,WaveStack,False,2025-02-03 08:53:39,starter,2024-04-14,2024-09-22,15,499,Feature_A,2024-09-12,1,1497,45,59.97,Low
27,WaveStack,False,2025-02-03 08:53:39,professional,2024-09-22,2025-02-03,15,499,Feature_A,2024-09-12,1,1497,45,59.97,Low
28,Keen Software,True,,starter,2023-03-13,2024-01-12,19,3169,Feature_A,2026-01-04,0,14696,80,226.96,High
28,Keen Software,True,,starter,2023-03-13,2024-01-12,21,4179,Feature_B,2026-01-20,0,14696,80,226.96,High
28,Keen Software,True,,starter,2024-01-12,,19,3169,Feature_A,2026-01-04,0,14696,80,226.96,High
28,Keen Software,True,,starter,2024-01-12,,21,4179,Feature_B,2026-01-20,0,14696,80,226.96,High
29,QuestSystems,True,,starter,2024-03-06,2024-12-20,37,693,Feature_B,2025-05-23,0,2079,111,131.79,High
29,QuestSystems,True,,starter,2024-12-20,2025-06-05,37,693,Feature_B,2025-05-23,0,2079,111,131.79,High
29,QuestSystems,True,,professional,2025-06-05,,37,693,Feature_B,2025-05-23,0,2079,111,131.79,High
32,Arc Stack,True,,starter,2025-05-31,,6,1728,Feature_C,2026-09-25,0,1728,6,23.28,Low
34,JadeHQ,True,,starter,2024-06-17,2025-02-04,21,2436,Feature_A,2025-09-23,0,10890,46,154.9,High
34,JadeHQ,True,,starter,2024-06-17,2025-02-04,2,3009,Feature_C,2026-02-05,0,10890,46,154.9,High
34,JadeHQ,True,,professional,2025-02-04,,21,2436,Feature_A,2025-09-23,0,10890,46,154.9,High
34,JadeHQ,True,,professional,2025-02-04,,2,3009,Feature_C,2026-02-05,0,10890,46,154.9,High
35,PulseAnalytics,True,,starter,2024-02-22,,14,1945,Feature_A,2024-02-22,0,3413,62,96.13,Medium
35,PulseAnalytics,True,,starter,2024-02-22,,48,1468,Feature_A,2025-03-02,0,3413,62,96.13,Medium
36,YieldHub,True,,professional,2025-09-03,,39,2772,Feature_A,2024-11-06,0,2772,39,66.72,Medium
37,Flux Labs,True,,starter,2025-10-01,2025-12-01,13,461,Feature_A,2025-03-29,0,922,26,35.22,Low
37,Flux Labs,True,,professional,2025-12-01,,13,461,Feature_A,2025-03-29,0,922,26,35.22,Low
38,FlowStack,True,,starter,2025-06-19,2025-09-16,21,1279,Feature_B,2024-09-08,0,2558,42,67.58,Medium
38,FlowStack,True,,enterprise,2025-09-16,,21,1279,Feature_B,2024-09-08,0,2558,42,67.58,Medium
39,QuarkTech,True,,free,2025-08-30,,10,531,Feature_A,2025-06-05,0,531,10,15.309999999999999,Low
41,TidalSystems,True,,starter,2025-04-30,,22,3829,Feature_A,2024-04-06,0,6768,69,136.68,High
41,TidalSystems,True,,starter,2025-04-30,,47,2939,Feature_A,2025-07-26,0,6768,69,136.68,High
43,TrekDigital,True,,professional,2025-04-25,2025-07-29,42,2526,Feature_A,2025-11-14,0,7578,126,201.78,High
43,TrekDigital,True,,professional,2025-07-29,2025-10-28,42,2526,Feature_A,2025-11-14,0,7578,126,201.78,High
43,TrekDigital,True,,free,2025-10-28,,42,2526,Feature_A,2025-11-14,0,7578,126,201.78,High
47,UltraSystems,True,,professional,2024-06-21,2025-02-18,37,2050,Feature_B,2024-12-13,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,professional,2024-06-21,2025-02-18,13,237,Feature_A,2025-07-05,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,professional,2024-06-21,2025-02-18,42,1881,Feature_A,2025-12-14,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,professional,2024-06-21,2025-02-18,34,2361,Feature_C,2026-06-21,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,starter,2025-02-18,,37,2050,Feature_B,2024-12-13,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,starter,2025-02-18,,13,237,Feature_A,2025-07-05,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,starter,2025-02-18,,42,1881,Feature_A,2025-12-14,0,13058,252,382.58000000000004,High
47,UltraSystems,True,,starter,2025-02-18,,34,2361,Feature_C,2026-06-21,0,13058,252,382.58000000000004,High
48,SyncPlatform,False,2025-10-29 13:03:59,starter,2025-08-24,2025-10-28,25,4464,Feature_C,2025-12-22,1,13392,75,208.92,High
48,SyncPlatform,False,2025-10-29 13:03:59,starter,2025-10-28,2025-12-28,25,4464,Feature_C,2025-12-22,1,13392,75,208.92,High
48,SyncPlatform,False,2025-10-29 13:03:59,enterprise,2025-12-28,2025-10-29,25,4464,Feature_C,2025-12-22,1,13392,75,208.92,High
51,WarpSoftware,True,,starter,2024-12-06,,5,814,Feature_A,2024-11-20,0,6057,42,102.57,Medium
51,WarpSoftware,True,,starter,2024-12-06,,24,2031,Feature_C,2025-09-17,0,6057,42,102.57,Medium
51,WarpSoftware,True,,starter,2024-12-06,,13,3212,Feature_A,2026-07-28,0,6057,42,102.57,Medium
53,MistPro,True,,starter,2024-05-20,2024-12-20,46,2374,Feature_C,2025-11-11,0,4748,92,139.48,High
53,MistPro,True,,free,2024-12-20,,46,2374,Feature_C,2025-11-11,0,4748,92,139.48,High
54,Orbit Ops,True,,free,2025-02-20,,12,1148,Feature_C,2024-08-09,0,1148,12,23.48,Low
56,Flow Works,True,,starter,2024-07-09,2025-03-08,44,2500,Feature_A,2025-12-31,0,5000,88,138.0,High
56,Flow Works,True,,professional,2025-03-08,,44,2500,Feature_A,2025-12-31,0,5000,88,138.0,High
58,Hub HQ,True,,starter,2025-09-30,,11,2110,Feature_C,2025-06-25,0,2110,11,32.1,Low
61,UltraPro,False,2025-09-10 19:31:16,free,2023-02-07,2025-09-10,32,4663,Feature_C,2025-11-26,1,4663,32,78.63,Medium
62,GridDev,True,,starter,2024-12-10,2025-08-24,36,1955,Feature_B,2025-04-03,0,3910,72,111.1,Medium
62,GridDev,True,,starter,2025-08-24,,36,1955,Feature_B,2025-04-03,0,3910,72,111.1,Medium
63,UltraStack,False,2025-04-12 05:33:23,free,2025-02-03,2025-06-29,27,2743,Feature_A,2025-08-24,1,13302,152,285.02,High
63,UltraStack,False,2025-04-12 05:33:23,free,2025-02-03,2025-06-29,49,3908,Feature_A,2026-09-03,1,13302,152,285.02,High
63,UltraStack,False,2025-04-12 05:33:23,professional,2025-06-29,2025-04-12,27,2743,Feature_A,2025-08-24,1,13302,152,285.02,High
63,UltraStack,False,2025-04-12 05:33:23,professional,2025-06-29,2025-04-12,49,3908,Feature_A,2026-09-03,1,13302,152,285.02,High
65,Yield Group,True,,free,2023-01-10,,2,3603,Feature_B,2024-03-24,0,3603,2,38.03,Low
67,Quest Logic,True,,free,2025-05-02,,24,4236,Feature_C,2026-01-29,0,4236,24,66.36,Medium
69,Ion Dynamics,True,,free,2023-10-30,,39,1677,Feature_C,2025-11-09,0,5228,65,117.28,Medium
69,Ion Dynamics,True,,free,2023-10-30,,26,3551,Feature_C,2026-06-29,0,5228,65,117.28,Medium
75,NovaTech,False,2025-01-22 09:10:45,free,2024-09-02,2025-01-22,12,3257,Feature_C,2025-10-14,1,8464,60,144.64,High
75,NovaTech,False,2025-01-22 09:10:45,free,2024-09-02,2025-01-22,37,492,Feature_C,2026-03-04,1,8464,60,144.64,High
75,NovaTech,False,2025-01-22 09:10:45,free,2024-09-02,2025-01-22,11,4715,Feature_A,2026-08-18,1,8464,60,144.64,High
76,Wave Platform,True,,starter,2023-03-07,2023-10-21,42,2647,Feature_B,2025-04-12,0,5294,84,136.94,High
76,Wave Platform,True,,starter,2023-10-21,,42,2647,Feature_B,2025-04-12,0,5294,84,136.94,High
78,Rush Group,True,,professional,2024-09-11,,22,326,Feature_B,2026-01-05,0,5216,69,121.16,Medium
78,Rush Group,True,,professional,2024-09-11,,47,4890,Feature_C,2026-05-01,0,5216,69,121.16,Medium
80,JetOps,True,,professional,2024-08-23,,29,4797,Feature_C,2025-07-01,0,4797,29,76.97,Medium
81,WaveOps,True,,professional,2023-06-08,2023-12-15,30,3148,Feature_C,2025-11-01,0,6296,60,122.96000000000001,Medium
81,WaveOps,True,,professional,2023-12-15,,30,3148,Feature_C,2025-11-01,0,6296,60,122.96000000000001,Medium
83,LunaDigital,True,,free,2024-03-05,,36,3770,Feature_B,2025-09-11,0,3770,36,73.7,Medium
86,Flux Pro,True,,professional,2025-06-01,,20,1341,Feature_A,2026-01-23,0,1341,20,33.41,Low
88,FlowCorp,False,2025-10-22 06:02:56,free,2025-03-08,2025-10-22,18,142,Feature_C,2024-01-09,1,142,18,19.42,Low
89,WavePro,True,,enterprise,2025-02-16,,14,2415,Feature_A,2026-05-06,0,2415,14,38.15,Low
90,DriftHub,True,,starter,2023-03-11,,5,3637,Feature_A,2025-03-05,0,9711,58,155.11,High
90,DriftHub,True,,starter,2023-03-11,,17,1725,Feature_A,2025-07-21,0,9711,58,155.11,High
90,DriftHub,True,,starter,2023-03-11,,36,4349,Feature_B,2026-03-27,0,9711,58,155.11,High
91,LinkAI,True,,professional,2025-09-27,2025-11-27,22,967,Feature_C,2025-06-03,0,1934,44,63.34,Low
91,LinkAI,True,,starter,2025-11-27,,22,967,Feature_C,2025-06-03,0,1934,44,63.34,Low
92,DriftVentures,True,,professional,2023-06-04,2023-09-26,34,135,Feature_B,2024-02-18,0,270,68,70.7,Medium
92,DriftVentures,True,,free,2023-09-26,,34,135,Feature_B,2024-02-18,0,270,68,70.7,Medium
93,TrekTech,True,,professional,2024-01-17,,39,4754,Feature_B,2025-11-24,0,4754,39,86.53999999999999,Medium
94,OnyxStack,False,2025-06-05 10:37:34,free,2023-12-08,2025-06-05,32,1816,Feature_A,2025-01-22,1,1816,32,50.16,Low
95,PeakNet,True,,professional,2024-11-17,2025-06-29,18,4788,Feature_C,2025-09-24,0,40560,117,522.6,High
95,PeakNet,True,,professional,2024-11-17,2025-06-29,11,3757,Feature_B,2025-11-18,0,40560,117,522.6,High
95,PeakNet,True,,professional,2024-11-17,2025-06-29,10,4975,Feature_A,2026-06-25,0,40560,117,522.6,High
95,PeakNet,True,,starter,2025-06-29,2025-10-20,18,4788,Feature_C,2025-09-24,0,40560,117,522.6,High
95,PeakNet,True,,starter,2025-06-29,2025-10-20,11,3757,Feature_B,2025-11-18,0,40560,117,522.6,High
95,PeakNet,True,,starter,2025-06-29,2025-10-20,10,4975,Feature_A,2026-06-25,0,40560,117,522.6,High
95,PeakNet,True,,professional,2025-10-20,,18,4788,Feature_C,2025-09-24,0,40560,117,522.6,High
95,PeakNet,True,,professional,2025-10-20,,11,3757,Feature_B,2025-11-18,0,40560,117,522.6,High
95,PeakNet,True,,professional,2025-10-20,,10,4975,Feature_A,2026-06-25,0,40560,117,522.6,High
96,PeakOps,False,2024-09-21 11:55:43,starter,2023-05-21,2024-05-12,18,2528,Feature_A,2024-05-07,1,7864,132,210.64,High
96,PeakOps,False,2024-09-21 11:55:43,starter,2023-05-21,2024-05-12,48,1404,Feature_C,2025-03-27,1,7864,132,210.64,High
96,PeakOps,False,2024-09-21 11:55:43,enterprise,2024-05-12,2024-09-21,18,2528,Feature_A,2024-05-07,1,7864,132,210.64,High
96,PeakOps,False,2024-09-21 11:55:43,enterprise,2024-05-12,2024-09-21,48,1404,Feature_C,2025-03-27,1,7864,132,210.64,High
98,Vine HQ,True,,starter,2025-08-27,2025-10-30,28,2390,Feature_B,2025-10-20,0,4780,56,103.8,Medium
98,Vine HQ,True,,starter,2025-10-30,,28,2390,Feature_B,2025-10-20,0,4780,56,103.8,Medium
99,GlowDev,True,,free,2024-07-21,2025-03-17,14,1290,Feature_B,2024-04-17,0,13526,122,257.26,High
99,GlowDev,True,,free,2024-07-21,2025-03-17,23,3824,Feature_C,2024-08-17,0,13526,122,257.26,High
99,GlowDev,True,,free,2024-07-21,2025-03-17,24,1649,Feature_A,2024-09-30,0,13526,122,257.26,High
99,GlowDev,True,,starter,2025-03-17,,14,1290,Feature_B,2024-04-17,0,13526,122,257.26,High
99,GlowDev,True,,starter,2025-03-17,,23,3824,Feature_C,2024-08-17,0,13526,122,257.26,High
99,GlowDev,True,,starter,2025-03-17,,24,1649,Feature_A,2024-09-30,0,13526,122,257.26,High
103,EdgeSystems,True,,starter,2023-01-02,,32,443,Feature_B,2025-10-16,0,443,32,36.43,Low
104,Hive Dynamics,True,,starter,2023-09-17,2024-06-28,8,636,Feature_A,2024-08-13,0,2926,40,69.26,Medium
104,Hive Dynamics,True,,starter,2023-09-17,2024-06-28,12,827,Feature_A,2026-05-21,0,2926,40,69.26,Medium
104,Hive Dynamics,True,,professional,2024-06-28,,8,636,Feature_A,2024-08-13,0,2926,40,69.26,Medium
104,Hive Dynamics,True,,professional,2024-06-28,,12,827,Feature_A,2026-05-21,0,2926,40,69.26,Medium
105,UnitOps,True,,free,2023-06-29,2024-04-02,29,4100,Feature_B,2025-08-28,0,12300,87,210.0,High
105,UnitOps,True,,professional,2024-04-02,2025-02-10,29,4100,Feature_B,2025-08-28,0,12300,87,210.0,High
105,UnitOps,True,,starter,2025-02-10,,29,4100,Feature_B,2025-08-28,0,12300,87,210.0,High
107,QuarkAI,True,,free,2024-01-12,2024-08-20,12,3704,Feature_B,2025-12-20,0,7408,24,98.08,Medium
107,QuarkAI,True,,starter,2024-08-20,,12,3704,Feature_B,2025-12-20,0,7408,24,98.08,Medium
109,TidalHQ,True,,starter,2024-03-21,,46,1143,Feature_A,2025-04-30,0,2341,78,101.41,Medium
109,TidalHQ,True,,starter,2024-03-21,,32,1198,Feature_C,2026-01-31,0,2341,78,101.41,Medium
111,XenonLogic,True,,professional,2024-06-26,,44,4502,Feature_B,2025-11-15,0,9623,116,212.23000000000002,High
111,XenonLogic,True,,professional,2024-06-26,,36,3347,Feature_A,2026-02-02,0,9623,116,212.23000000000002,High
111,XenonLogic,True,,professional,2024-06-26,,36,1774,Feature_C,2026-02-04,0,9623,116,212.23000000000002,High
113,CoreTech,True,,starter,2024-12-29,2025-04-09,43,4825,Feature_B,2024-06-09,0,13658,96,232.58,High
113,CoreTech,True,,starter,2024-12-29,2025-04-09,5,2004,Feature_A,2026-03-23,0,13658,96,232.58,High
113,CoreTech,True,,professional,2025-04-09,,43,4825,Feature_B,2024-06-09,0,13658,96,232.58,High
113,CoreTech,True,,professional,2025-04-09,,5,2004,Feature_A,2026-03-23,0,13658,96,232.58,High
115,HiveCorp,True,,starter,2025-06-18,2025-10-24,29,1586,Feature_A,2025-03-11,0,4758,87,134.57999999999998,High
115,HiveCorp,True,,professional,2025-10-24,2025-12-23,29,1586,Feature_A,2025-03-11,0,4758,87,134.57999999999998,High
115,HiveCorp,True,,starter,2025-12-23,,29,1586,Feature_A,2025-03-11,0,4758,87,134.57999999999998,High
117,Onyx Cloud,True,,starter,2024-10-01,2024-12-17,29,3794,Feature_C,2024-12-27,0,14466,84,228.66,High
117,Onyx Cloud,True,,starter,2024-10-01,2024-12-17,13,3439,Feature_C,2026-08-13,0,14466,84,228.66,High
117,Onyx Cloud,True,,free,2024-12-17,,29,3794,Feature_C,2024-12-27,0,14466,84,228.66,High
117,Onyx Cloud,True,,free,2024-12-17,,13,3439,Feature_C,2026-08-13,0,14466,84,228.66,High
118,Peak Hub,True,,starter,2024-10-04,,38,4724,Feature_C,2025-09-30,0,7081,83,153.81,High
118,Peak Hub,True,,starter,2024-10-04,,45,2357,Feature_A,2026-03-07,0,7081,83,153.81,High
120,UnitStudio,False,2023-11-19 07:21:03,free,2023-09-11,2023-11-19,7,2137,Feature_C,2024-12-23,1,2137,7,28.37,Low
122,Sync IO,True,,free,2023-09-28,2024-02-20,16,3122,Feature_C,2024-01-06,0,6244,32,94.44,Medium
122,Sync IO,True,,starter,2024-02-20,,16,3122,Feature_C,2024-01-06,0,6244,32,94.44,Medium
123,Jade Software,True,,starter,2024-09-30,,40,2931,Feature_A,2024-06-21,0,2931,40,69.31,Medium
126,RiftSystems,True,,professional,2025-03-12,2025-10-29,34,1914,Feature_B,2025-11-13,0,4406,142,186.06,High
126,RiftSystems,True,,professional,2025-03-12,2025-10-29,37,289,Feature_A,2026-01-24,0,4406,142,186.06,High
126,RiftSystems,True,,enterprise,2025-10-29,,34,1914,Feature_B,2025-11-13,0,4406,142,186.06,High
126,RiftSystems,True,,enterprise,2025-10-29,,37,289,Feature_A,2026-01-24,0,4406,142,186.06,High
127,Onyx Pro,True,,professional,2024-03-27,2024-07-22,9,955,Feature_C,2026-07-23,0,1910,18,37.1,Low
127,Onyx Pro,True,,professional,2024-07-22,,9,955,Feature_C,2026-07-23,0,1910,18,37.1,Low
128,GlowHub,True,,starter,2024-11-09,,29,263,Feature_C,2024-10-16,0,263,29,31.63,Low
130,ZealCloud,True,,starter,2024-08-10,2025-02-18,43,2036,Feature_A,2026-06-24,0,4072,86,126.72,Medium
130,ZealCloud,True,,starter,2025-02-18,,43,2036,Feature_A,2026-06-24,0,4072,86,126.72,Medium
131,Sync Net,True,,professional,2024-07-29,2025-07-29,47,2645,Feature_B,2024-01-12,0,5290,94,146.9,High
131,Sync Net,True,,enterprise,2025-07-29,,47,2645,Feature_B,2024-01-12,0,5290,94,146.9,High
132,PulseAI,False,2025-10-29 17:39:27,starter,2025-02-28,2025-10-29,6,1185,Feature_A,2026-05-03,1,1185,6,17.85,Low
133,Sync Works,True,,starter,2023-06-29,,33,2205,Feature_A,2025-11-02,0,2205,33,55.05,Low
134,Vine Cloud,True,,professional,2024-10-18,,32,759,Feature_A,2025-06-24,0,759,32,39.59,Low
135,RushSoftware,True,,free,2024-08-04,,24,1677,Feature_B,2024-04-08,0,1677,24,40.769999999999996,Low
138,ArcNet,True,,free,2023-03-25,2023-06-18,22,2213,Feature_C,2025-11-05,0,4426,44,88.25999999999999,Medium
138,ArcNet,True,,starter,2023-06-18,,22,2213,Feature_C,2025-11-05,0,4426,44,88.25999999999999,Medium
139,DataDynamics,True,,free,2025-01-04,2025-04-13,47,2067,Feature_B,2026-03-30,0,6201,141,203.01,High
139,DataDynamics,True,,professional,2025-04-13,2025-07-22,47,2067,Feature_B,2026-03-30,0,6201,141,203.01,High
139,DataDynamics,True,,professional,2025-07-22,,47,2067,Feature_B,2026-03-30,0,6201,141,203.01,High
140,DriftDigital,False,2025-06-27 07:29:37,starter,2025-04-16,2025-08-16,1,380,Feature_A,2026-03-24,1,760,2,9.6,Low
140,DriftDigital,False,2025-06-27 07:29:37,professional,2025-08-16,2025-06-27,1,380,Feature_A,2026-03-24,1,760,2,9.6,Low
141,IrisAI,True,,professional,2025-07-01,,19,4750,Feature_A,2026-07-12,0,4750,19,66.5,Medium
143,IrisCorp,True,,starter,2024-11-07,2025-10-15,35,4040,Feature_C,2026-05-14,0,8080,70,150.8,High
143,IrisCorp,True,,starter,2025-10-15,,35,4040,Feature_C,2026-05-14,0,8080,70,150.8,High
144,Mist AI,True,,enterprise,2023-08-11,,47,440,Feature_C,2024-06-30,0,7010,103,173.1,High
144,Mist AI,True,,enterprise,2023-08-11,,25,3387,Feature_C,2024-07-21,0,7010,103,173.1,High
144,Mist AI,True,,enterprise,2023-08-11,,31,3183,Feature_A,2025-04-18,0,7010,103,173.1,High
145,Unit Ventures,True,,professional,2024-06-17,,44,1815,Feature_C,2026-01-27,0,5431,49,103.31,Medium
145,Unit Ventures,True,,professional,2024-06-17,,5,3616,Feature_A,2026-05-17,0,5431,49,103.31,Medium
146,OnyxOps,True,,professional,2023-11-04,,17,304,Feature_B,2025-08-20,0,304,17,20.04,Low
147,PulsePlatform,True,,starter,2023-09-06,2024-02-09,9,505,Feature_C,2024-07-09,0,1010,18,28.1,Low
147,PulsePlatform,True,,starter,2024-02-09,,9,505,Feature_C,2024-07-09,0,1010,18,28.1,Low
148,XenonTech,True,,free,2025-02-18,2025-07-14,46,1966,Feature_C,2026-09-13,0,3932,92,131.32,High
148,XenonTech,True,,professional,2025-07-14,,46,1966,Feature_C,2026-09-13,0,3932,92,131.32,High
150,IrisStack,True,,starter,2023-11-24,,49,875,Feature_A,2024-11-23,0,875,49,57.75,Low
151,Jade Ventures,True,,free,2024-05-26,2024-12-11,40,1926,Feature_B,2024-07-19,0,3852,80,118.52000000000001,Medium
151,Jade Ventures,True,,starter,2024-12-11,,40,1926,Feature_B,2024-07-19,0,3852,80,118.52000000000001,Medium
152,QuarkHub,True,,starter,2024-07-13,,47,2060,Feature_C,2024-08-08,0,2060,47,67.6,Medium
153,HiveAI,False,2025-08-27 15:05:23,starter,2023-06-04,2025-08-27,37,642,Feature_B,2024-08-18,1,642,37,43.42,Low
154,Iris Dynamics,True,,starter,2024-12-15,,49,469,Feature_A,2025-01-15,0,1141,67,78.41,Medium
154,Iris Dynamics,True,,starter,2024-12-15,,18,672,Feature_A,2025-09-26,0,1141,67,78.41,Medium
155,GridSystems,True,,free,2025-09-09,,42,4378,Feature_A,2024-10-24,0,4378,42,85.78,Medium
156,TidalOps,False,2025-01-18 13:24:38,free,2024-10-14,2025-01-18,44,4106,Feature_A,2026-09-07,1,4106,44,85.06,Medium
157,KeenSystems,True,,free,2024-12-01,,47,2173,Feature_C,2026-05-31,0,2173,47,68.73,Medium
158,Nova Ventures,True,,starter,2025-05-04,2025-10-27,39,867,Feature_A,2024-09-26,0,1734,78,95.34,Medium
158,Nova Ventures,True,,starter,2025-10-27,,39,867,Feature_A,2024-09-26,0,1734,78,95.34,Medium
160,FluxPlatform,True,,free,2023-09-10,,5,1356,Feature_C,2025-02-17,0,1356,5,18.560000000000002,Low
161,VineLogic,True,,starter,2024-03-17,,12,1984,Feature_A,2024-08-25,0,1984,12,31.84,Low
162,FlowStudio,True,,professional,2024-07-26,2025-07-08,48,2525,Feature_C,2024-03-03,0,5050,96,146.5,High
162,FlowStudio,True,,starter,2025-07-08,,48,2525,Feature_C,2024-03-03,0,5050,96,146.5,High
166,Zeal Dynamics,True,,free,2025-03-25,,33,1277,Feature_A,2025-10-26,0,1277,33,45.769999999999996,Low
167,Quest Digital,True,,free,2025-08-03,,23,2237,Feature_C,2024-02-09,0,5311,35,88.11,Medium
167,Quest Digital,True,,free,2025-08-03,,12,3074,Feature_C,2025-06-02,0,5311,35,88.11,Medium
170,WaveLabs,True,,free,2025-03-14,,34,4059,Feature_C,2025-05-19,0,4059,34,74.59,Medium
172,JadeSolutions,True,,free,2025-01-25,,10,3889,Feature_C,2026-04-06,0,3889,10,48.89,Low
173,Rush Hub,False,2025-10-15 22:46:50,free,2024-04-13,2025-10-15,22,4378,Feature_A,2025-06-07,1,6844,62,130.44,High
173,Rush Hub,False,2025-10-15 22:46:50,free,2024-04-13,2025-10-15,34,2225,Feature_A,2025-06-28,1,6844,62,130.44,High
173,Rush Hub,False,2025-10-15 22:46:50,free,2024-04-13,2025-10-15,6,241,Feature_A,2026-03-16,1,6844,62,130.44,High
